"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"	"Absolute (rad/s)"
1.543765196E1	-9.514164925E-2	-1.896247827E-2	-4.970793799E-2	1.090063673E-1
1.543965333E1	-9.819597751E-2	-1.774074882E-2	-4.909707233E-2	1.112101914E-1
1.544165466E1	-9.453078359E-2	-1.896247827E-2	-5.031880364E-2	1.087548924E-1
1.544365599E1	-9.391992539E-2	-2.262767032E-2	-5.154053494E-2	1.094960757E-1
1.544565733E1	-9.575251490E-2	-2.384940162E-2	-5.092966929E-2	1.110457981E-1
1.544765866E1	-9.636338055E-2	-2.507113107E-2	-5.276226252E-2	1.126868185E-1
1.544965999E1	-9.391992539E-2	-2.446026541E-2	-5.337313190E-2	1.107607700E-1
1.545166133E1	-9.697424620E-2	-2.995805442E-2	-5.520572513E-2	1.155385717E-1
1.545366269E1	-9.880683571E-2	-3.056891821E-2	-5.520572513E-2	1.172387378E-1
1.545566402E1	-9.636338055E-2	-3.240151703E-2	-5.398399383E-2	1.151087790E-1
1.545766536E1	-9.697424620E-2	-3.179064766E-2	-5.642745644E-2	1.166134964E-1
1.545966672E1	-9.758511186E-2	-3.362324461E-2	-5.581659079E-2	1.173408217E-1
1.546166806E1	-9.941770881E-2	-3.667756915E-2	-5.581659079E-2	1.197690140E-1
1.546366939E1	-1.000285745E-1	-3.789930418E-2	-5.642745644E-2	1.209385414E-1
1.546567729E1	-1.036937609E-1	-3.789930418E-2	-5.703831837E-2	1.242663393E-1
1.546767862E1	-1.043046266E-1	-3.667756915E-2	-5.703831837E-2	1.244108877E-1
1.546968026E1	-1.043046266E-1	-3.667756915E-2	-5.887091532E-2	1.252616616E-1
1.547168106E1	-1.073589548E-1	-3.851016611E-2	-5.703831837E-2	1.275239109E-1
1.547368692E1	-1.085806862E-1	-3.789930418E-2	-5.581659079E-2	1.278343243E-1
1.547568499E1	-1.091915518E-1	-3.973189369E-2	-5.764918402E-2	1.297106271E-1
1.547768635E1	-1.098024175E-1	-3.789930418E-2	-6.009264663E-2	1.307824695E-1
1.547968769E1	-1.098024175E-1	-4.217535630E-2	-5.948178098E-2	1.318082464E-1
1.548168902E1	-1.153002009E-1	-3.851016611E-2	-6.009264663E-2	1.356034491E-1
1.548368945E1	-1.177436709E-1	-3.667756915E-2	-5.764918402E-2	1.361331868E-1
1.548569079E1	-1.195762604E-1	-3.667756915E-2	-5.948178098E-2	1.384984058E-1
1.548769212E1	-1.226305813E-1	-3.423411027E-2	-5.948178098E-2	1.405287018E-1
1.548969348E1	-1.232414544E-1	-3.362324461E-2	-6.009264663E-2	1.411740232E-1
1.549169512E1	-1.250740439E-1	-3.117978387E-2	-6.009264663E-2	1.422210306E-1
1.549369645E1	-1.269066483E-1	-2.995805442E-2	-6.131437793E-2	1.440910661E-1
1.549569782E1	-1.299609691E-1	-2.751459368E-2	-6.253610551E-2	1.468253072E-1
1.549769728E1	-1.336261630E-1	-2.568199672E-2	-6.192524359E-2	1.495000073E-1
1.549969862E1	-1.360696256E-1	-2.629286237E-2	-6.253610551E-2	1.520428299E-1
1.550169998E1	-1.372913569E-1	-2.262767032E-2	-6.253610551E-2	1.525506232E-1
1.550370131E1	-1.397348195E-1	-2.140593901E-2	-6.375783682E-2	1.550777088E-1
1.550570265E1	-1.434000134E-1	-1.835161448E-2	-6.131437793E-2	1.570343865E-1
1.550770401E1	-1.458434612E-1	-2.140593901E-2	-6.559043378E-2	1.613401202E-1
1.550970535E1	-1.488977969E-1	-1.957334392E-2	-6.375783682E-2	1.631524792E-1
1.551171015E1	-1.519521177E-1	-2.201680653E-2	-6.375783682E-2	1.662505567E-1
1.551371148E1	-1.513412446E-1	-1.957334392E-2	-6.375783682E-2	1.653854584E-1
1.551571298E1	-1.543955803E-1	-1.712988317E-2	-6.314697117E-2	1.676871136E-1
1.551771431E1	-1.586716324E-1	-1.896247827E-2	-6.620129943E-2	1.729707332E-1
1.551971565E1	-1.592825055E-1	-2.201680653E-2	-6.436870247E-2	1.732021541E-1
1.552172154E1	-1.635585576E-1	-2.079507522E-2	-6.436870247E-2	1.769948214E-1
1.552372291E1	-1.666128784E-1	-2.384940162E-2	-6.620129943E-2	1.808625369E-1
1.552571741E1	-1.696671993E-1	-2.262767032E-2	-6.436870247E-2	1.828723594E-1
1.552771874E1	-1.745541394E-1	-2.384940162E-2	-6.375783682E-2	1.873579550E-1
1.552972011E1	-1.745541394E-1	-2.690372616E-2	-6.559043378E-2	1.884013351E-1
1.553172144E1	-1.757758707E-1	-2.568199672E-2	-6.436870247E-2	1.889445726E-1
1.553371828E1	-1.788301915E-1	-2.934718877E-2	-6.620129943E-2	1.929354994E-1
1.553571964E1	-1.831062436E-1	-2.934718877E-2	-6.620129943E-2	1.969054747E-1
1.553772098E1	-1.873823106E-1	-3.240151703E-2	-6.742303073E-2	2.017618738E-1
1.553972231E1	-1.873823106E-1	-3.240151703E-2	-6.620129943E-2	2.013568988E-1
1.554172367E1	-1.910475045E-1	-3.484497592E-2	-6.681216508E-2	2.053708517E-1
1.554372501E1	-1.934909523E-1	-3.179064766E-2	-6.742303073E-2	2.073529815E-1
1.554572634E1	-1.959344149E-1	-3.667756915E-2	-6.803389639E-2	2.106279897E-1
1.554772771E1	-1.983778775E-1	-3.851016611E-2	-6.803389639E-2	2.132262325E-1
1.554972904E1	-2.038756758E-1	-3.606670722E-2	-6.986649334E-2	2.185118428E-1
1.555173037E1	-2.057082653E-1	-3.423411027E-2	-6.986649334E-2	2.199299698E-1
1.555373174E1	-2.075408697E-1	-3.423411027E-2	-6.986649334E-2	2.216450175E-1
1.555573307E1	-2.112060487E-1	-3.484497592E-2	-7.108821720E-2	2.255564275E-1
1.555773550E1	-2.160929739E-1	-3.301237896E-2	-7.230994850E-2	2.302492545E-1
1.555973687E1	-2.160929739E-1	-3.484497592E-2	-7.292081416E-2	2.307114884E-1
1.556173820E1	-2.191472948E-1	-3.423411027E-2	-7.414254546E-2	2.338688268E-1
1.556373954E1	-2.209798843E-1	-3.240151703E-2	-7.536428422E-2	2.357153854E-1
1.556574060E1	-2.234233618E-1	-3.179064766E-2	-7.353168726E-2	2.373511173E-1
1.556774194E1	-2.295320034E-1	-3.240151703E-2	-7.536428422E-2	2.437510497E-1
1.556974327E1	-2.295320034E-1	-3.240151703E-2	-7.597514242E-2	2.439406099E-1
1.557174117E1	-2.325863391E-1	-3.423411027E-2	-7.964033633E-2	2.482155568E-1
1.557374597E1	-2.356406599E-1	-3.606670722E-2	-7.780773938E-2	2.507615846E-1
1.557574713E1	-2.331971824E-1	-3.423411027E-2	-7.964033633E-2	2.487880290E-1
1.557774850E1	-2.374732494E-1	-3.240151703E-2	-8.208379149E-2	2.533399916E-1
1.557974983E1	-2.411384434E-1	-3.301237896E-2	-8.269466460E-2	2.570524724E-1
1.558175177E1	-2.423601747E-1	-3.423411027E-2	-8.330553025E-2	2.585541335E-1
1.558375290E1	-2.435819060E-1	-3.606670722E-2	-8.269466460E-2	2.597524973E-1
1.558575453E1	-2.448036373E-1	-3.728843853E-2	-8.574898541E-2	2.620536910E-1
1.558775586E1	-2.454145104E-1	-3.545584157E-2	-8.635985851E-2	2.625707976E-1
1.558975720E1	-2.472470999E-1	-3.973189369E-2	-8.635985851E-2	2.648920100E-1
1.559175853E1	-2.478579581E-1	-3.423411027E-2	-8.635985851E-2	2.646952339E-1
1.559375986E1	-2.503014207E-1	-3.728843853E-2	-8.635985851E-2	2.673934442E-1
1.559576120E1	-2.496905476E-1	-4.034276307E-2	-8.880331367E-2	2.680651723E-1
1.559776223E1	-2.521340251E-1	-3.240151703E-2	-8.758158237E-2	2.688716394E-1
1.559976360E1	-2.539665997E-1	-3.728843853E-2	-8.941417933E-2	2.718167708E-1
1.560176493E1	-2.503014207E-1	-3.240151703E-2	-9.002504498E-2	2.679648638E-1
1.560376626E1	-2.509122789E-1	-3.179064766E-2	-8.819244802E-2	2.678535512E-1
1.560576763E1	-2.521340251E-1	-3.301237896E-2	-9.246850759E-2	2.705768073E-1
1.560776896E1	-2.509122789E-1	-2.751459368E-2	-9.124677628E-2	2.684026802E-1
1.560977029E1	-2.515231371E-1	-2.446026541E-2	-9.369023889E-2	2.695181885E-1
1.561177166E1	-2.484688312E-1	-2.201680653E-2	-9.552283585E-2	2.671069299E-1
1.561377299E1	-2.472470999E-1	-1.957334392E-2	-9.369023889E-2	2.651265831E-1
1.561577433E1	-2.484688312E-1	-1.957334392E-2	-9.369023889E-2	2.662662891E-1
1.561777459E1	-2.454145104E-1	-1.407555677E-2	-9.430110455E-2	2.632852095E-1
1.561977592E1	-2.454145104E-1	-1.224296074E-2	-9.246850759E-2	2.625425620E-1
1.562177726E1	-2.435819060E-1	-1.285382640E-2	-9.369023889E-2	2.612952863E-1
1.562377862E1	-2.423601747E-1	-7.356039248E-3	-9.430110455E-2	2.601639174E-1
1.562578029E1	-2.380841225E-1	-6.134308875E-3	-9.185764194E-2	2.552636001E-1
1.562778162E1	-2.356406599E-1	-1.247386797E-3	-9.246850759E-2	2.531373174E-1
1.562978299E1	-2.344189286E-1	-5.523443688E-3	-9.430110455E-2	2.527359113E-1
1.563178432E1	-2.313645929E-1	-2.469117288E-3	-9.430110455E-2	2.498566984E-1
1.563378219E1	-2.276993990E-1	-6.365215522E-4	-9.246850759E-2	2.457597330E-1
1.563578355E1	-2.264776826E-1	-3.690847894E-3	-9.124677628E-2	2.441961041E-1
1.563778489E1	-2.185364366E-1	1.196074183E-3	-9.002504498E-2	2.363559041E-1
1.563978622E1	-2.185364366E-1	1.196074183E-3	-9.002504498E-2	2.363559041E-1
1.564178275E1	-2.136495113E-1	-6.365215522E-4	-9.002504498E-2	2.318426785E-1
1.564378429E1	-2.075408697E-1	-1.858252101E-3	-8.819244802E-2	2.255095865E-1
1.564578562E1	-2.050973922E-1	-6.365215522E-4	-8.697071671E-2	2.227762353E-1
1.564779202E1	-1.983778775E-1	-6.365215522E-4	-8.452726156E-2	2.156363730E-1
1.564979335E1	-1.947126985E-1	-1.858252101E-3	-8.819244802E-2	2.137624755E-1
1.565179468E1	-1.898257583E-1	-6.365215522E-4	-8.513811976E-2	2.080450026E-1
1.565380032E1	-1.879931688E-1	-3.690847894E-3	-8.269466460E-2	2.054104706E-1
1.565580165E1	-1.800519228E-1	-2.469117288E-3	-8.269466460E-2	1.981494360E-1
1.565780328E1	-1.721106768E-1	-3.079982474E-3	-8.025119454E-2	1.899258423E-1
1.565980462E1	-1.714998037E-1	-2.469117288E-3	-8.025119454E-2	1.893634955E-1
1.566180595E1	-1.660020202E-1	-5.523443688E-3	-7.902947068E-2	1.839370446E-1
1.566380728E1	-1.592825055E-1	-3.690847894E-3	-7.719687372E-2	1.770420748E-1
1.566580862E1	-1.568390280E-1	-6.745174062E-3	-7.658600807E-2	1.746693869E-1
1.566780995E1	-1.440108716E-1	-1.858252101E-3	-7.414254546E-2	1.619867319E-1
1.566981132E1	-1.391239464E-1	-3.690847894E-3	-7.414254546E-2	1.576902403E-1
1.567181235E1	-1.354587525E-1	-4.912578035E-3	-7.536428422E-2	1.550902395E-1
1.567381818E1	-1.311827004E-1	-1.858252101E-3	-7.292081416E-2	1.500992975E-1
1.567581955E1	-1.238523200E-1	-1.858252101E-3	-7.292081416E-2	1.437368965E-1
1.567782055E1	-1.146893352E-1	-1.858252101E-3	-7.230994850E-2	1.355943412E-1
1.567982188E1	-1.140784770E-1	-6.365215522E-4	-7.047735900E-2	1.340946017E-1
1.568182325E1	-1.061372235E-1	-1.247386797E-3	-6.925562024E-2	1.267399192E-1
1.568382458E1	-9.575251490E-2	3.639535280E-3	-6.803389639E-2	1.175176641E-1
1.568582588E1	-9.025473148E-2	-6.365215522E-4	-6.742303073E-2	1.126596058E-1
1.568782725E1	-7.987001538E-2	3.028669860E-3	-6.497956812E-2	1.030084291E-1
1.568982858E1	-7.559396327E-2	3.639535280E-3	-6.436870247E-2	9.935302389E-2
1.569182991E1	-7.070703804E-2	1.196074183E-3	-6.314697117E-2	9.480746695E-2
1.569383128E1	-6.215492636E-2	1.806939370E-3	-6.436870247E-2	8.949765225E-2
1.569583261E1	-5.543540791E-2	-1.247386797E-3	-6.009264663E-2	8.176653718E-2
1.569783394E1	-4.749416187E-2	5.852088798E-4	-5.826005340E-2	7.516828921E-2
1.569983531E1	-4.077464342E-2	-3.079982474E-3	-5.703831837E-2	7.018139070E-2
1.570183631E1	-3.222253174E-2	-1.247386797E-3	-5.581659079E-2	6.446192157E-2
1.570383734E1	-2.855733782E-2	-3.690847894E-3	-5.581659079E-2	6.280633494E-2
1.570583871E1	-1.878349483E-2	-4.301712848E-3	-5.215139687E-2	5.559759533E-2
1.570784137E1	-4.733595066E-3	-9.799500927E-3	-5.092966929E-2	5.207944273E-2
1.570984271E1	-4.575380590E-4	-6.134308875E-3	-5.031880364E-2	5.069340279E-2
1.571184384E1	2.596788108E-3	-6.745174062E-3	-5.154053494E-2	5.204485973E-2
1.571384091E1	1.237063203E-2	-1.041036472E-2	-4.604274780E-2	4.879900465E-2
1.571584454E1	2.214447595E-2	-1.224296074E-2	-4.665360972E-2	5.307379017E-2
1.571784590E1	3.191832080E-2	-1.224296074E-2	-4.359928519E-2	5.540367280E-2
1.571984724E1	3.802697361E-2	-1.590815187E-2	-4.482101277E-2	6.089370413E-2
1.572184857E1	4.780081660E-2	-1.590815187E-2	-4.054496065E-2	6.466746629E-2
1.572384994E1	5.635292828E-2	-1.346469205E-2	-3.749063239E-2	6.901085403E-2
1.572585127E1	6.185071543E-2	-1.712988317E-2	-3.871236369E-2	7.495059038E-2
1.572785260E1	7.284629345E-2	-1.529728808E-2	-3.443630785E-2	8.201493029E-2
1.572985394E1	7.712234557E-2	-1.835161448E-2	-3.565803543E-2	8.692602274E-2
1.573186024E1	8.689619601E-2	-1.896247827E-2	-3.382543847E-2	9.515610727E-2
1.573385707E1	9.789177030E-2	-2.079507522E-2	-3.016025014E-2	1.045221246E-1
1.573585840E1	1.021678224E-1	-1.835161448E-2	-2.832765318E-2	1.075987994E-1
1.573786007E1	1.156068593E-1	-2.140593901E-2	-2.893851884E-2	1.210809565E-1
1.573986143E1	1.204937845E-1	-2.140593901E-2	-2.710592188E-2	1.253463096E-1
1.574186277E1	1.308784932E-1	-1.835161448E-2	-2.466246299E-2	1.344403169E-1
1.574386410E1	1.369871348E-1	-1.896247827E-2	-2.405159734E-2	1.403692631E-1
1.574586547E1	1.461501122E-1	-1.896247827E-2	-2.160813659E-2	1.489508054E-1
1.574786680E1	1.565348357E-1	-1.835161448E-2	-2.038640529E-2	1.589199234E-1
1.574986813E1	1.620326191E-1	-1.651901752E-2	-2.099727094E-2	1.642203793E-1
1.575186916E1	1.705847383E-1	-1.529728808E-2	-1.977554150E-2	1.724071692E-1
1.575387650E1	1.821911782E-1	-1.529728808E-2	-1.916467398E-2	1.838339391E-1
1.575587783E1	1.840237677E-1	-1.712988317E-2	-1.855381019E-2	1.857482809E-1
1.575788430E1	2.005171180E-1	-1.835161448E-2	-1.611034945E-2	2.019986132E-1
1.575988563E1	2.072366476E-1	-1.774074882E-2	-1.672121510E-2	2.086656687E-1
1.576188790E1	2.090692371E-1	-1.590815187E-2	-1.427775342E-2	2.101591527E-1
1.576388956E1	2.194539458E-1	-1.529728808E-2	-1.305602305E-2	2.203735489E-1
1.576589163E1	2.280060649E-1	-1.407555677E-2	-1.061256230E-2	2.286864959E-1
1.576788659E1	2.396125048E-1	-1.346469205E-2	-1.183429267E-2	2.402821277E-1
1.576988796E1	2.438885719E-1	-1.224296074E-2	-1.061256230E-2	2.444261689E-1
1.577188953E1	2.518298030E-1	-1.102123037E-2	-1.061256230E-2	2.522941610E-1
1.577389126E1	2.628253698E-1	-1.102123037E-2	-6.947370712E-3	2.631480733E-1
1.577589032E1	2.664905787E-1	-8.577770554E-3	-8.779966272E-3	2.667731142E-1
1.577789166E1	2.805404663E-1	-1.041036472E-2	-2.060448518E-3	2.807411163E-1
1.577989299E1	2.854273915E-1	-7.966904901E-3	-5.725639872E-3	2.855959565E-1
1.578189436E1	2.897034585E-1	-7.966904901E-3	-5.725639872E-3	2.898695369E-1
1.578389569E1	2.994773090E-1	-5.523443688E-3	-3.282178892E-3	2.995462230E-1
1.578589702E1	3.061968088E-1	-7.966904901E-3	-2.060448518E-3	3.063073665E-1
1.578789839E1	3.153598011E-1	-2.469117288E-3	-8.387179696E-4	3.153705822E-1
1.578989972E1	3.190249801E-1	-6.365215522E-4	3.830124915E-4	3.190258450E-1
1.579189639E1	3.275770843E-1	-6.365215522E-4	-8.387179696E-4	3.275787764E-1
1.579389775E1	3.300205767E-1	-2.565633986E-5	3.830124915E-4	3.300208000E-1
1.579589909E1	3.385726511E-1	-3.079982474E-3	2.215608256E-3	3.385939092E-1
1.579790042E1	3.477356434E-1	1.806939370E-3	5.269934423E-3	3.477802682E-1
1.579990175E1	3.514008522E-1	1.196074183E-3	3.437338863E-3	3.514196990E-1
1.580190309E1	3.575094938E-1	3.639535280E-3	3.437338863E-3	3.575445422E-1
1.580390442E1	3.648398817E-1	3.028669860E-3	4.048204049E-3	3.648749101E-1
1.580590575E1	3.721702695E-1	6.082995795E-3	7.713395637E-3	3.722998910E-1
1.580790709E1	3.770571947E-1	6.082995795E-3	7.713395637E-3	3.771851368E-1
1.580990845E1	3.813332617E-1	5.472130608E-3	8.935126476E-3	3.814771778E-1
1.581191012E1	3.880527616E-1	7.304726634E-3	9.545991197E-3	3.882388836E-1
1.581390545E1	3.923288286E-1	1.035905257E-2	6.491664797E-3	3.925192497E-1
1.581590682E1	3.947722912E-1	7.304726634E-3	9.545991197E-3	3.949552467E-1
1.581790305E1	4.027135372E-1	6.693861447E-3	1.015685685E-2	4.028972109E-1
1.581990438E1	4.045461118E-1	1.158078294E-2	1.198945194E-2	4.048893899E-1
1.582190482E1	4.100439250E-1	4.250400700E-3	9.545991197E-3	4.101770500E-1
1.582390615E1	4.161525667E-1	3.028669860E-3	1.260031667E-2	4.163542957E-1
1.582590675E1	4.179851711E-1	2.417804673E-3	1.137858722E-2	4.181470092E-1
1.582790811E1	4.253155589E-1	-4.301712848E-3	1.382204797E-2	4.255618385E-1
1.582990945E1	4.289807379E-1	-3.079982474E-3	1.565464400E-2	4.292773319E-1
1.583191045E1	4.314242005E-1	-5.523443688E-3	1.565464400E-2	4.317434622E-1
1.583391141E1	4.350893795E-1	-1.468642242E-2	1.321118232E-2	4.355375926E-1
1.583591521E1	4.405871630E-1	-1.590815187E-2	1.687637344E-2	4.411971549E-1
1.583791655E1	4.442523420E-1	-1.896247827E-2	1.565464400E-2	4.449323396E-1
1.583991791E1	4.448632300E-1	-2.079507522E-2	1.687637344E-2	4.456686443E-1
1.584191925E1	4.485284090E-1	-2.323853411E-2	1.870896854E-2	4.495195086E-1
1.584392058E1	4.515827298E-1	-2.690372616E-2	1.931983605E-2	4.527957911E-1
1.584592194E1	4.558587968E-1	-2.812545747E-2	2.054156549E-2	4.571873138E-1
1.584792398E1	4.601348639E-1	-3.423411027E-2	2.115243115E-2	4.618912129E-1
1.584992531E1	4.613566101E-1	-3.484497592E-2	2.237416059E-2	4.632112877E-1
1.585192731E1	4.619674385E-1	-3.301237896E-2	2.115243115E-2	4.636282527E-1
1.585392864E1	4.656326175E-1	-3.423411027E-2	2.420675568E-2	4.675164979E-1
1.585592968E1	4.699086845E-1	-3.667756915E-2	2.237416059E-2	4.718686458E-1
1.585793104E1	4.699086845E-1	-3.362324461E-2	2.420675568E-2	4.717315565E-1
1.585993238E1	4.729630053E-1	-3.667756915E-2	2.603935264E-2	4.750971441E-1
1.586193371E1	4.747956097E-1	-3.606670722E-2	2.542848699E-2	4.768419930E-1
1.586393507E1	4.766282141E-1	-3.606670722E-2	2.481762320E-2	4.786347003E-1
1.586593641E1	4.802933931E-1	-3.179064766E-2	2.665021829E-2	4.820815521E-1
1.586793774E1	4.827368855E-1	-3.545584157E-2	2.970454469E-2	4.849478089E-1
1.586993907E1	4.839586020E-1	-3.423411027E-2	2.848281339E-2	4.860032648E-1
1.587194041E1	4.845694602E-1	-3.301237896E-2	2.848281339E-2	4.865271313E-1
1.587394174E1	4.839586020E-1	-2.751459368E-2	2.970454469E-2	4.856494016E-1
1.587594307E1	4.851803184E-1	-2.140593901E-2	2.909367904E-2	4.865229673E-1
1.587794441E1	4.864020646E-1	-1.163209602E-2	2.848281339E-2	4.873741322E-1
1.587994577E1	4.851803184E-1	-8.577770554E-3	2.970454469E-2	4.861644572E-1
1.588194710E1	4.833477437E-1	-1.858252101E-3	2.787194774E-2	4.841542522E-1
1.588394844E1	4.845694602E-1	3.028669860E-3	2.665021829E-2	4.853112081E-1
1.588594980E1	4.809042811E-1	9.137322195E-3	2.603935264E-2	4.816954081E-1
1.588795184E1	4.778499305E-1	1.524597500E-2	2.481762320E-2	4.787367860E-1
1.588995317E1	4.790716767E-1	1.768943667E-2	2.359589189E-2	4.799784930E-1
1.589195607E1	4.723521769E-1	1.952203177E-2	2.115243115E-2	4.732283953E-1
1.589395740E1	4.699086845E-1	2.379808761E-2	2.115243115E-2	4.709861421E-1
1.589595834E1	4.656326175E-1	2.807414345E-2	1.870896854E-2	4.668532076E-1
1.589795970E1	4.619674385E-1	2.929587476E-2	1.748723909E-2	4.632256103E-1
1.589996133E1	4.607457221E-1	3.235020116E-2	1.748723909E-2	4.622109469E-1
1.590196267E1	4.576914012E-1	3.479366377E-2	1.443291269E-2	4.592388559E-1
1.590396403E1	4.521936178E-1	2.990674041E-2	1.198945194E-2	4.533400799E-1
1.590596537E1	4.473066926E-1	3.112847172E-2	1.076772250E-2	4.485177843E-1
1.590797063E1	4.418089092E-1	3.051760606E-2	9.545991197E-3	4.429645160E-1
1.590997200E1	4.393654466E-1	2.440895326E-2	8.935126476E-3	4.401336492E-1
1.591197270E1	4.308133125E-1	2.074376121E-2	5.269934423E-3	4.313446257E-1
1.591397403E1	4.259263873E-1	1.646770537E-2	2.826473443E-3	4.262539873E-1
1.591597570E1	4.234829545E-1	1.280251425E-2	3.830124915E-4	4.236766029E-1
1.591797703E1	4.100439250E-1	3.639535280E-3	-3.282178892E-3	4.100732122E-1
1.591997836E1	4.069896042E-1	6.693861447E-3	-5.114774685E-3	4.070767823E-1
1.592197973E1	4.033243954E-1	-1.858252101E-3	-5.725639872E-3	4.033693146E-1
1.592398106E1	3.959940076E-1	-6.365215522E-4	-6.947370712E-3	3.960554572E-1
1.592598240E1	3.880527616E-1	-4.912578035E-3	-7.558235433E-3	3.881574501E-1
1.592798376E1	3.825549483E-1	-4.301712848E-3	-9.390830994E-3	3.826943701E-1
1.592998509E1	3.782789111E-1	-4.912578035E-3	-1.061256230E-2	3.784596339E-1
1.593198613E1	3.727811277E-1	-6.745174062E-3	-1.061256230E-2	3.729931541E-1
1.593398776E1	3.660616279E-1	-3.079982474E-3	-1.183429267E-2	3.662658217E-1
1.593598909E1	3.581203520E-1	-1.247386797E-3	-9.390830994E-3	3.582456283E-1
1.593799009E1	3.483465314E-1	4.861265887E-3	-1.000169665E-2	3.485239902E-1
1.593999143E1	3.440704644E-1	6.082995795E-3	-1.183429267E-2	3.443276605E-1
1.594199276E1	3.410161436E-1	4.861265887E-3	-1.305602305E-2	3.413006033E-1
1.594399409E1	3.318531513E-1	1.219164860E-2	-1.061256230E-2	3.322465603E-1
1.594600003E1	3.233010471E-1	1.158078294E-2	-1.183429267E-2	3.237247783E-1
1.594800066E1	3.171923757E-1	1.768943667E-2	-1.183429267E-2	3.179055989E-1
1.595000202E1	3.110837340E-1	2.013289556E-2	-1.244515833E-2	3.119828602E-1
1.595200216E1	3.025316298E-1	2.318722382E-2	-1.244515833E-2	3.036740297E-1
1.595400349E1	2.952012420E-1	2.318722382E-2	-1.488861814E-2	2.964845553E-1
1.595600279E1	2.909251750E-1	2.318722382E-2	-1.427775342E-2	2.921967813E-1
1.595800999E1	2.799296081E-1	3.112847172E-2	-1.488861814E-2	2.820482905E-1
1.596001102E1	2.756535709E-1	3.540452942E-2	-1.427775342E-2	2.782844338E-1
1.596201429E1	2.713775039E-1	3.296106681E-2	-1.427775342E-2	2.737444717E-1
1.596401562E1	2.634362578E-1	3.601539135E-2	-1.672121510E-2	2.664120294E-1
1.596602176E1	2.536624074E-1	3.662625700E-2	-1.733207889E-2	2.568783770E-1
1.596801849E1	2.432776988E-1	3.601539135E-2	-1.977554150E-2	2.467229604E-1
1.597001982E1	2.420559675E-1	4.090231284E-2	-2.099727094E-2	2.463837981E-1
1.597202115E1	2.322821170E-1	3.906971961E-2	-2.221900225E-2	2.365905935E-1
1.597402219E1	2.292277962E-1	4.151317850E-2	-2.099727094E-2	2.339008592E-1
1.597602352E1	2.194539458E-1	3.906971961E-2	-2.282986604E-2	2.240707033E-1
1.597802485E1	2.102909684E-1	3.662625700E-2	-2.221900225E-2	2.146100141E-1
1.598002622E1	2.060149014E-1	3.173933551E-2	-2.527332678E-2	2.099720602E-1
1.598202755E1	1.974627972E-1	2.868501097E-2	-2.527332678E-2	2.011296278E-1
1.598402888E1	1.882998198E-1	2.624154836E-2	-2.649505809E-2	1.919568418E-1
1.598603425E1	1.803585887E-1	2.196549252E-2	-2.832765318E-2	1.838862673E-1
1.598803552E1	1.705847383E-1	2.318722382E-2	-2.710592188E-2	1.742742990E-1
1.599003685E1	1.681412607E-1	2.013289556E-2	-2.771678939E-2	1.715955636E-1
1.599203862E1	1.571456939E-1	1.707857102E-2	-3.016025014E-2	1.609226130E-1
1.599404335E1	1.528696418E-1	1.891116798E-2	-2.832765318E-2	1.566180564E-1
1.599604468E1	1.437066644E-1	1.463511027E-2	-3.199284524E-2	1.479504444E-1
1.599804638E1	1.327110827E-1	9.748187847E-3	-3.382543847E-2	1.373004695E-1
1.600004772E1	1.290459037E-1	1.280251425E-2	-3.260371089E-2	1.337151883E-1
1.600204905E1	1.204937845E-1	1.341337897E-2	-3.382543847E-2	1.258683087E-1
1.600405041E1	1.107199416E-1	1.402424462E-2	-3.504717350E-2	1.169781572E-1
1.600604715E1	1.058330163E-1	1.585683972E-2	-3.565803543E-2	1.127987686E-1
1.600804848E1	9.239397943E-2	1.768943667E-2	-3.932322562E-2	1.019601867E-1
1.601004981E1	8.872879297E-2	2.074376121E-2	-3.932322562E-2	9.924423612E-2
1.601205115E1	8.445272595E-2	2.196549252E-2	-3.871236369E-2	9.546409212E-2
1.601405248E1	7.528974861E-2	2.746327966E-2	-4.176668823E-2	9.037275154E-2
1.601605381E1	6.918109953E-2	3.051760606E-2	-4.482101277E-2	8.789921500E-2
1.601804928E1	5.757465959E-2	3.784798831E-2	-4.359928519E-2	8.153655201E-2
1.602005064E1	5.390946940E-2	4.029145092E-2	-4.482101277E-2	8.086133250E-2
1.602205261E1	4.718995467E-2	4.334577546E-2	-4.848620668E-2	8.035334660E-2
1.602405394E1	3.924870118E-2	5.006529391E-2	-4.848620668E-2	7.998691416E-2
1.602605594E1	3.375091404E-2	5.189788714E-2	-5.092966929E-2	8.016449402E-2
1.602805728E1	2.397707105E-2	5.739567429E-2	-5.581659079E-2	8.357424944E-2
1.603005861E1	1.909014955E-2	5.434134975E-2	-5.520572513E-2	7.978150281E-2
1.603205998E1	1.725755259E-2	5.739567429E-2	-5.581659079E-2	8.189980681E-2
1.603406164E1	9.927170351E-3	5.983913690E-2	-5.764918402E-2	8.368213330E-2
1.603606297E1	3.818518715E-3	5.861740932E-2	-5.764918402E-2	8.230437521E-2
1.603807101E1	1.375057735E-3	5.800654367E-2	-6.009264663E-2	8.353308369E-2
1.604007234E1	-3.511864226E-3	6.289346516E-2	-5.887091532E-2	8.621894120E-2
1.604207367E1	-6.566190626E-3	6.106086820E-2	-6.253610551E-2	8.764878195E-2
