"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"	"Absolute (rad/s)"
3.109533506E0	-6.363682747E-1	6.778039038E-2	-1.352290660E-1	6.540991230E-1
3.111534872E0	-6.388117075E-1	6.594779342E-2	-1.333964765E-1	6.559147270E-1
3.113536205E0	-6.461420655E-1	5.617394671E-2	-1.358399391E-1	6.626519223E-1
3.115537205E0	-6.498073339E-1	5.373048410E-2	-1.395051330E-1	6.667819871E-1
3.117538571E0	-6.559159756E-1	4.701096565E-2	-1.413377225E-1	6.726159006E-1
3.119539904E0	-6.656898260E-1	4.945442826E-2	-1.413377225E-1	6.823232641E-1
3.121541237E0	-6.663006544E-1	4.090231284E-2	-1.443920434E-1	6.829924037E-1
3.123542603E0	-6.699658036E-1	3.662625700E-2	-1.437811852E-1	6.861987248E-1
3.125543936E0	-6.779071093E-1	4.212404788E-2	-1.468355060E-1	6.949051374E-1
3.127545602E0	-6.779071093E-1	4.029145092E-2	-1.474463791E-1	6.949258122E-1
3.129546968E0	-6.846265793E-1	3.784798831E-2	-1.505006999E-1	7.019946467E-1
3.131548301E0	-6.858483553E-1	2.746327966E-2	-1.492789835E-1	7.024431743E-1
3.133546501E0	-6.889026761E-1	2.807414345E-2	-1.547767669E-1	7.066334992E-1
3.135547867E0	-6.919569969E-1	1.891116798E-2	-1.566093564E-1	7.097102285E-1
3.137549200E0	-6.944004297E-1	1.158078294E-2	-1.602745503E-1	7.127510104E-1
3.139550533E0	-6.968439221E-1	6.082995795E-3	-1.572202146E-1	7.143855055E-1
3.141551933E0	-6.962330341E-1	4.861265887E-3	-1.572202146E-1	7.137802642E-1
3.143553266E0	-7.011200190E-1	6.693861447E-3	-1.602745503E-1	7.192371099E-1
3.145554599E0	-7.005090714E-1	6.082995795E-3	-1.645506024E-1	7.196018779E-1
3.147555932E0	-7.005090714E-1	1.402424462E-2	-1.614962816E-1	7.190206447E-1
3.149557265E0	-6.992873549E-1	3.418279812E-2	-1.663831919E-1	7.196211747E-1
3.151558598E0	-6.950113177E-1	4.029145092E-2	-1.669940650E-1	7.159267774E-1
3.153559931E0	-6.956222057E-1	5.128702521E-2	-1.663831919E-1	7.170801759E-1
3.155561264E0	-6.913461089E-1	7.327817380E-2	-1.682157964E-1	7.152801460E-1
3.157562930E0	-6.864592433E-1	9.588018805E-2	-1.682157964E-1	7.132431965E-1
3.159564263E0	-6.785179377E-1	1.129844114E-1	-1.724918485E-1	7.091583087E-1
3.161565596E0	-6.772962213E-1	1.215365306E-1	-1.712701321E-1	7.091084245E-1
3.163562496E0	-6.693549752E-1	1.392516196E-1	-1.731027216E-1	7.052599865E-1
3.165563829E0	-6.632463336E-1	1.484145969E-1	-1.755461693E-1	7.019537372E-1
3.167565162E0	-6.577485204E-1	1.563558429E-1	-1.743244529E-1	6.981900032E-1
3.169560062E0	-6.443095207E-1	1.642970890E-1	-1.743244529E-1	6.873989430E-1
3.171561395E0	-6.394225955E-1	1.667405516E-1	-1.761570424E-1	6.838822784E-1
3.173562728E0	-6.351465583E-1	1.661296785E-1	-1.761570424E-1	6.797363637E-1
3.175564428E0	-6.241509318E-1	1.606318951E-1	-1.749353111E-1	6.678093699E-1
3.177565761E0	-6.155987978E-1	1.490254700E-1	-1.724918485E-1	6.564479479E-1
3.179567094E0	-6.088793278E-1	1.361972988E-1	-1.706592590E-1	6.468448985E-1
3.181568460E0	-6.021597981E-1	1.288669109E-1	-1.718809754E-1	6.393325996E-1
3.183569793E0	-5.893316269E-1	1.172604710E-1	-1.694375277E-1	6.243163143E-1
3.185571126E0	-5.838338733E-1	1.123735532E-1	-1.682157964E-1	6.178886317E-1
3.187572159E0	-5.716165304E-1	1.044323072E-1	-1.663831919E-1	6.044294261E-1
3.189573492E0	-5.600101352E-1	8.732806891E-2	-1.694375277E-1	5.915628613E-1
3.191574825E0	-5.557340980E-1	7.877596468E-2	-1.669940650E-1	5.856048651E-1
3.193581558E0	-5.429058671E-1	6.655865163E-2	-1.669940650E-1	5.718949662E-1
3.195582891E0	-5.294668674E-1	5.311962217E-2	-1.682157964E-1	5.580801126E-1
3.197584224E0	-5.148060918E-1	4.701096565E-2	-1.657723337E-1	5.428773431E-1
3.199585590E0	-5.013670325E-1	4.334577546E-2	-1.645506024E-1	5.294569466E-1
3.201586923E0	-4.958692491E-1	4.334577546E-2	-1.669940650E-1	5.250258910E-1
3.203588256E0	-4.805976152E-1	3.723712638E-2	-1.657723337E-1	5.097461505E-1
3.205589622E0	-4.696020484E-1	3.540452942E-2	-1.663831919E-1	4.994626424E-1
3.207590955E0	-4.567738771E-1	3.357193246E-2	-1.639397442E-1	4.864624232E-1
3.209592288E0	-4.415022731E-1	2.807414345E-2	-1.633288711E-1	4.715811010E-1
3.211593654E0	-4.341718853E-1	3.051760606E-2	-1.621071398E-1	4.644515852E-1
3.213594987E0	-4.164567590E-1	3.051760606E-2	-1.596636772E-1	4.470570950E-1
3.215596320E0	-4.017959833E-1	3.418279812E-2	-1.584419608E-1	4.332578111E-1
3.217597653E0	-3.938547671E-1	3.479366377E-2	-1.578310877E-1	4.257262370E-1
3.219598986E0	-3.718636036E-1	4.945442826E-2	-1.559984833E-1	4.062804536E-1
3.221600319E0	-3.614789248E-1	5.189788714E-2	-1.547767669E-1	3.966311275E-1
3.223601719E0	-3.510941863E-1	5.556308106E-2	-1.535550207E-1	3.872125101E-1
3.225603052E0	-3.352116942E-1	6.350433081E-2	-1.523333043E-1	3.736376796E-1
3.227604418E0	-3.168857396E-1	6.900211424E-2	-1.474463791E-1	3.562559451E-1
3.229605751E0	-2.997815013E-1	6.961298734E-2	-1.474463791E-1	3.412555512E-1
3.231607084E0	-2.887859046E-1	7.022384554E-2	-1.450029165E-1	3.306879692E-1
3.233608450E0	-2.710708380E-1	6.839124858E-2	-1.395051330E-1	3.124395049E-1
3.235613950E0	-2.527448833E-1	6.533692032E-2	-1.376725286E-1	2.951315204E-1
3.237615283E0	-2.429710329E-1	6.655865163E-2	-1.382834017E-1	2.873800204E-1
3.239616649E0	-2.160929739E-1	6.350433081E-2	-1.321747452E-1	2.611496442E-1
3.241617982E0	-2.069299966E-1	6.045000628E-2	-1.297312826E-1	2.516037210E-1
3.243619315E0	-1.959344149E-1	5.861740932E-2	-1.291204244E-1	2.418643827E-1
3.245620681E0	-1.782193333E-1	5.189788714E-2	-1.254552305E-1	2.240413719E-1
3.247627081E0	-1.562281847E-1	4.578923807E-2	-1.230117679E-1	2.040485115E-1
3.249628414E0	-1.348478794E-1	4.090231284E-2	-1.199574396E-1	1.850587396E-1
3.251629780E0	-1.269066483E-1	4.273490980E-2	-1.187357083E-1	1.789685400E-1
3.253626646E0	-1.061372235E-1	3.906971961E-2	-1.138487831E-1	1.604777200E-1
3.255627979E0	-9.269818664E-2	4.151317850E-2	-1.126270592E-1	1.516613077E-1
3.257629345E0	-7.437223196E-2	3.662625700E-2	-1.107944623E-1	1.383767483E-1
3.259636645E0	-4.016378149E-2	3.601539135E-2	-1.052966788E-1	1.183115731E-1
3.261637978E0	-2.977906913E-2	3.540452942E-2	-1.040749401E-1	1.138941035E-1
3.263639344E0	-1.878349483E-2	3.662625700E-2	-1.028532088E-1	1.107839561E-1
3.265644110E0	1.533271861E-4	3.296106681E-2	-1.004097536E-1	1.056814745E-1
3.267645443E0	2.031188086E-2	3.173933551E-2	-9.674455971E-2	1.038242156E-1
3.269646809E0	4.047043249E-2	3.357193246E-2	-9.246850759E-2	1.063736596E-1
3.271648142E0	5.085514113E-2	3.479366377E-2	-9.307936579E-2	1.116271148E-1
3.273649475E0	7.101369649E-2	3.173933551E-2	-8.941417933E-2	1.185125562E-1
3.275650841E0	8.017667383E-2	3.418279812E-2	-8.697071671E-2	1.231286655E-1
3.277653107E0	1.003352255E-1	3.662625700E-2	-8.513811976E-2	1.365911403E-1
3.279654440E0	1.186611876E-1	3.968058527E-2	-8.269466460E-2	1.499781112E-1
3.281655806E0	1.284350306E-1	4.212404788E-2	-8.208379149E-2	1.581383613E-1
3.283657072E0	1.485935748E-1	4.823269695E-2	-7.658600807E-2	1.739881035E-1
3.285658405E0	1.669195443E-1	5.373048410E-2	-7.414254546E-2	1.903843908E-1
3.287659738E0	1.773042381E-1	5.311962217E-2	-7.475341111E-2	1.996160304E-1
3.289667338E0	2.011279911E-1	5.250875652E-2	-6.986649334E-2	2.192965235E-1
3.291668671E0	2.096800953E-1	5.189788714E-2	-6.803389639E-2	2.264679759E-1
3.293670004E0	2.243408710E-1	4.701096565E-2	-6.314697117E-2	2.377528070E-1
3.295667170E0	2.328929901E-1	4.151317850E-2	-6.436870247E-2	2.451648806E-1
3.297668503E0	2.463320196E-1	4.090231284E-2	-6.070350856E-2	2.569773901E-1
3.299669836E0	2.591601908E-1	3.296106681E-2	-6.009264663E-2	2.680700703E-1
3.301671169E0	2.658796906E-1	3.051760606E-2	-5.948178098E-2	2.741558251E-1
3.303672535E0	2.805404663E-1	2.196549252E-2	-5.703831837E-2	2.871215872E-1
3.305673868E0	2.921469212E-1	1.341337897E-2	-5.520572513E-2	2.976195799E-1
3.307670468E0	3.049750924E-1	7.304726634E-3	-5.520572513E-2	3.100174803E-1
3.309671834E0	3.141380548E-1	-1.858252101E-3	-5.398399383E-2	3.187482427E-1
3.311673167E0	3.202466965E-1	-6.745174062E-3	-5.337313190E-2	3.247339452E-1
3.313679933E0	3.318531513E-1	-1.041036472E-2	-5.215139687E-2	3.360872773E-1
3.315681299E0	3.361292183E-1	-1.407555677E-2	-5.092966929E-2	3.402569675E-1
3.317682632E0	3.428487182E-1	-2.140593901E-2	-5.276226252E-2	3.475446937E-1
3.319677998E0	3.532334268E-1	-2.568199672E-2	-4.970793799E-2	3.576371036E-1
3.321679364E0	3.581203520E-1	-2.995805442E-2	-5.215139687E-2	3.631355666E-1
3.323680697E0	3.636181355E-1	-3.423411027E-2	-5.215139687E-2	3.689307400E-1
3.325678597E0	3.685050607E-1	-3.179064766E-2	-5.092966929E-2	3.733637050E-1
3.327679963E0	3.727811277E-1	-3.301237896E-2	-5.154053494E-2	3.777724356E-1
3.329681296E0	3.782789111E-1	-3.851016611E-2	-4.970793799E-2	3.834694859E-1
3.331683229E0	3.801115155E-1	-3.789930418E-2	-4.848620668E-2	3.850610779E-1
3.333684595E0	3.819440901E-1	-3.789930418E-2	-4.787534475E-2	3.867941234E-1
3.335685928E0	3.849984407E-1	-4.034276307E-2	-4.726447538E-2	3.899811131E-1
3.337690961E0	3.880527616E-1	-4.156449065E-2	-4.909707233E-2	3.933485416E-1
3.339692327E0	3.904962242E-1	-4.461881891E-2	-4.848620668E-2	3.960164799E-1
3.341693660E0	3.892744780E-1	-4.461881891E-2	-4.665360972E-2	3.945909496E-1
3.343697860E0	3.917179704E-1	-4.339708760E-2	-4.604274780E-2	3.967949220E-1
3.345699226E0	3.898853362E-1	-4.645141587E-2	-4.665360972E-2	3.954046898E-1
3.347700559E0	3.898853362E-1	-5.256006494E-2	-4.543188214E-2	3.960267563E-1
3.349695625E0	3.874419034E-1	-5.256006494E-2	-4.421015084E-2	3.934823075E-1
3.351696991E0	3.874419034E-1	-5.256006494E-2	-4.421015084E-2	3.934823075E-1
3.353698324E0	3.856092691E-1	-4.950574040E-2	-4.421015084E-2	3.912797774E-1
3.355699324E0	3.837766945E-1	-5.256006494E-2	-4.421015084E-2	3.898738888E-1
3.357700690E0	3.819440901E-1	-4.767314345E-2	-4.543188214E-2	3.875797628E-1
3.359702023E0	3.770571947E-1	-4.095362872E-2	-4.421015084E-2	3.818427232E-1
3.361703356E0	3.770571947E-1	-3.789930418E-2	-4.604274780E-2	3.817439194E-1
3.363704689E0	3.740028739E-1	-3.301237896E-2	-4.543188214E-2	3.781957466E-1
3.365706022E0	3.709485233E-1	-3.056891821E-2	-4.848620668E-2	3.753507399E-1
3.367707188E0	3.660616279E-1	-1.468642242E-2	-4.787534475E-2	3.694710476E-1
3.369708521E0	3.623964190E-1	-1.346469205E-2	-4.970793799E-2	3.660373500E-1
3.371709854E0	3.593420982E-1	-9.799500927E-3	-5.154053494E-2	3.631517596E-1
3.373709054E0	3.550660312E-1	3.028669860E-3	-5.215139687E-2	3.588883219E-1
3.375710387E0	3.501791060E-1	7.304726634E-3	-5.459485948E-2	3.544846456E-1
3.377711720E0	3.465139270E-1	1.158078294E-2	-5.459485948E-2	3.509795077E-1
3.379713086E0	3.385726511E-1	1.707857102E-2	-5.764918402E-2	3.438699552E-1
3.381714419E0	3.342966437E-1	2.074376121E-2	-5.764918402E-2	3.398646467E-1
3.383715752E0	3.312422931E-1	2.013289556E-2	-5.948178098E-2	3.371422141E-1
3.385716785E0	3.275770843E-1	2.013289556E-2	-6.192524359E-2	3.339862504E-1
3.387718118E0	3.184141219E-1	2.013289556E-2	-6.131437793E-2	3.248881953E-1
3.389719451E0	3.129163086E-1	1.463511027E-2	-6.436870247E-2	3.198032716E-1
3.391720217E0	3.098619878E-1	1.219164860E-2	-6.375783682E-2	3.165882966E-1
3.393721550E0	3.019207418E-1	4.861265887E-3	-6.497956812E-2	3.088723207E-1
3.395722883E0	2.952012420E-1	-2.469117288E-3	-6.497956812E-2	3.022783718E-1
3.397719616E0	2.909251750E-1	-6.134308875E-3	-6.681216508E-2	2.985614720E-1
3.399726016E0	2.768752873E-1	-1.957334392E-2	-6.803389639E-2	2.857825249E-1
3.401727349E0	2.744318247E-1	-2.323853411E-2	-6.864476204E-2	2.838396717E-1
3.403725849E0	2.683231831E-1	-2.751459368E-2	-7.047735900E-2	2.787856552E-1
3.405727182E0	2.573276162E-1	-3.851016611E-2	-7.414254546E-2	2.705506459E-1
3.407728515E0	2.475537509E-1	-4.767314345E-2	-7.475341111E-2	2.629518219E-1
3.409729881E0	2.383907735E-1	-4.950574040E-2	-7.719687372E-2	2.554218795E-1
3.411731214E0	2.310604006E-1	-5.927958712E-2	-7.780773938E-2	2.509123801E-1
3.413732547E0	2.182322294E-1	-6.111218408E-2	-8.147293329E-2	2.408274150E-1
3.415734247E0	2.139561623E-1	-6.294477731E-2	-8.452726156E-2	2.385039671E-1
3.417735580E0	2.017388642E-1	-6.660997123E-2	-8.819244802E-2	2.300290535E-1
3.419736913E0	1.882998198E-1	-6.416650116E-2	-9.185764194E-2	2.191163809E-1
3.421738279E0	1.754716486E-1	-6.722082943E-2	-9.735542536E-2	2.116294361E-1
3.423739612E0	1.687521338E-1	-6.783169508E-2	-9.979888797E-2	2.074565968E-1
3.425740945E0	1.565348357E-1	-6.783169508E-2	-1.022423506E-1	1.988914073E-1
3.427748711E0	1.430957913E-1	-6.355564296E-2	-1.077401340E-1	1.900622575E-1
3.429750044E0	1.272132993E-1	-6.172304600E-2	-1.114053279E-1	1.800114024E-1
3.431751377E0	1.235481054E-1	-5.927958712E-2	-1.138487831E-1	1.781565300E-1
3.433750243E0	1.076656133E-1	-5.866872147E-2	-1.205683053E-1	1.719610985E-1
3.435751576E0	9.850262851E-2	-5.866872147E-2	-1.230117679E-1	1.681567178E-1
3.437752909E0	8.506359905E-2	-5.500352755E-2	-1.266769618E-1	1.621982015E-1
3.439754242E0	6.795936823E-2	-5.378179997E-2	-1.266769618E-1	1.534861896E-1
3.441755575E0	6.246158108E-2	-5.439266190E-2	-1.321747452E-1	1.559813260E-1
3.443756941E0	4.841168225E-2	-6.050131470E-2	-1.364508122E-1	1.569169341E-1
3.445758607E0	3.252918646E-2	-6.050131470E-2	-1.376725286E-1	1.538579936E-1
3.447759940E0	2.458793670E-2	-6.355564296E-2	-1.395051330E-1	1.552596809E-1
3.449761306E0	2.596788108E-3	-7.027516514E-2	-1.425594538E-1	1.589608129E-1
3.451762639E0	-6.566190626E-3	-7.210775465E-2	-1.450029165E-1	1.620755655E-1
3.453763972E0	-2.000522614E-2	-7.821641117E-2	-1.462246329E-1	1.670319110E-1
3.455765338E0	-2.611387894E-2	-7.882726938E-2	-1.486681104E-1	1.702876393E-1
3.457766671E0	-4.199637473E-2	-8.249246329E-2	-1.474463791E-1	1.740951943E-1
3.459762937E0	-5.543540791E-2	-8.860111982E-2	-1.498898268E-1	1.827298636E-1
3.461764303E0	-6.643098593E-2	-8.982284367E-2	-1.492789835E-1	1.864549116E-1
3.463765369E0	-7.864829153E-2	-9.287717193E-2	-1.505006999E-1	1.935515009E-1
3.465766702E0	-9.391992539E-2	-9.287717193E-2	-1.486681104E-1	1.988701297E-1
3.467768068E0	-1.012503058E-1	-9.226631373E-2	-1.505006999E-1	2.035071442E-1
3.469769668E0	-1.189653948E-1	-9.043371677E-2	-1.529441625E-1	2.138292289E-1
3.471771001E0	-1.281283796E-1	-8.737938851E-2	-1.547767669E-1	2.191070213E-1
3.473772367E0	-1.336261630E-1	-8.554679155E-2	-1.553876251E-1	2.220799834E-1
3.475776267E0	-1.476760507E-1	-7.638381422E-2	-1.547767669E-1	2.271531435E-1
3.477777600E0	-1.586716324E-1	-6.905342638E-2	-1.572202146E-1	2.338017504E-1
3.479778966E0	-1.708889455E-1	-5.744699016E-2	-1.578310877E-1	2.396118541E-1
3.481780299E0	-1.769975871E-1	-5.439266190E-2	-1.590528041E-1	2.440993691E-1
3.483781632E0	-1.886040270E-1	-4.828401282E-2	-1.608854085E-1	2.525607641E-1
3.485782998E0	-1.971561462E-1	-3.728843853E-2	-1.584419608E-1	2.556654622E-1
3.487781198E0	-2.026539296E-1	-3.240151703E-2	-1.621071398E-1	2.615285802E-1
3.489782531E0	-2.191472948E-1	-2.262767032E-2	-1.627179980E-1	2.738881070E-1
3.491783897E0	-2.234233618E-1	-2.384940162E-2	-1.633288711E-1	2.777824917E-1
3.493783530E0	-2.283102721E-1	-1.774074882E-2	-1.621071398E-1	2.805691346E-1
3.495784863E0	-2.374732494E-1	-1.468642242E-2	-1.639397442E-1	2.889385314E-1
3.497786229E0	-2.454145104E-1	-1.712988317E-2	-1.627179980E-1	2.949556944E-1
3.499787562E0	-2.515231371E-1	-1.835161448E-2	-1.614962816E-1	2.994690622E-1
3.501789895E0	-2.564100623E-1	-1.957334392E-2	-1.633288711E-1	3.046400433E-1
3.503791228E0	-2.631296217E-1	-2.018420957E-2	-1.627179980E-1	3.100350739E-1
3.505794394E0	-2.667948008E-1	-2.446026541E-2	-1.633288711E-1	3.137739480E-1
3.507795727E0	-2.729034424E-1	-3.179064766E-2	-1.621071398E-1	3.190073023E-1
3.509797060E0	-2.808446884E-1	-3.789930418E-2	-1.633288711E-1	3.270877809E-1
3.511798393E0	-2.838990092E-1	-3.973189369E-2	-1.621071398E-1	3.293265789E-1
3.513799759E0	-2.912293971E-1	-4.645141587E-2	-1.602745503E-1	3.356489643E-1
3.515801092E0	-2.955054641E-1	-5.500352755E-2	-1.627179980E-1	3.417982069E-1
3.517802758E0	-3.003923595E-1	-6.172304600E-2	-1.627179980E-1	3.471634355E-1
3.519804124E0	-3.071118891E-1	-6.416650116E-2	-1.627179980E-1	3.534291997E-1
3.521805457E0	-3.089444935E-1	-6.844256818E-2	-1.627179980E-1	3.558205055E-1
3.523809690E0	-3.144422472E-1	-7.332948595E-2	-1.639397442E-1	3.621151475E-1
3.525811056E0	-3.174965978E-1	-7.455121726E-2	-1.645506024E-1	3.652928611E-1
3.527812389E0	-3.199400604E-1	-7.394035161E-2	-1.651614755E-1	3.675692191E-1
3.529816355E0	-3.248269856E-1	-7.088602334E-2	-1.657723337E-1	3.715075578E-1
3.531817721E0	-3.254378438E-1	-6.844256818E-2	-1.663831919E-1	3.718568836E-1
3.533819054E0	-3.315465152E-1	-6.355564296E-2	-1.694375277E-1	3.777187939E-1
3.535817820E0	-3.339899480E-1	-5.439266190E-2	-1.706592590E-1	3.789886934E-1
3.537819186E0	-3.352116942E-1	-5.194920301E-2	-1.755461693E-1	3.819450971E-1
3.539820519E0	-3.388769031E-1	-4.034276307E-2	-1.755461693E-1	3.837727863E-1
3.541821852E0	-3.394877613E-1	-4.034276307E-2	-1.786005050E-1	3.857170193E-1
3.543823218E0	-3.413203359E-1	-3.789930418E-2	-1.786005050E-1	3.870840598E-1
3.545824551E0	-3.425420821E-1	-3.362324461E-2	-1.822656989E-1	3.894693641E-1
3.547822484E0	-3.443746567E-1	-3.240151703E-2	-1.822656989E-1	3.909789604E-1
3.549823850E0	-3.449855447E-1	-3.179064766E-2	-1.853200197E-1	3.928984360E-1
3.551825183E0	-3.486507237E-1	-3.117978387E-2	-1.853200197E-1	3.960719831E-1
3.553826516E0	-3.468181491E-1	-3.545584157E-2	-1.840983033E-1	3.942488180E-1
3.555827882E0	-3.474289775E-1	-4.278622568E-2	-1.871526241E-1	3.969428929E-1
3.557829215E0	-3.480398655E-1	-4.767314345E-2	-1.877634823E-1	3.983209785E-1
3.559834781E0	-3.468181491E-1	-5.989044905E-2	-1.865417510E-1	3.983309168E-1
3.561835147E0	-3.474289775E-1	-6.172304600E-2	-1.859308928E-1	3.988570242E-1
3.563836480E0	-3.480398655E-1	-6.905342638E-2	-1.877634823E-1	4.014414639E-1
3.565835646E0	-3.462072611E-1	-7.943814248E-2	-1.853200197E-1	4.006412308E-1
3.567837012E0	-3.468181491E-1	-8.432506025E-2	-1.847091466E-1	4.018843281E-1
3.569838345E0	-3.480398655E-1	-9.470976889E-2	-1.834874302E-1	4.046842292E-1
3.571839678E0	-3.437637985E-1	-9.409891069E-2	-1.810439676E-1	3.997562662E-1
3.573841011E0	-3.431529403E-1	-9.959669411E-2	-1.822656989E-1	4.011162262E-1
3.575842344E0	-3.449855447E-1	-1.026510149E-1	-1.798222363E-1	4.023534436E-1
3.577845310E0	-3.425420821E-1	-1.050944775E-1	-1.779896319E-1	4.000752882E-1
3.579846643E0	-3.394877613E-1	-1.032618806E-1	-1.804331094E-1	3.980842411E-1
3.581847976E0	-3.400985897E-1	-1.002075598E-1	-1.755461693E-1	3.956324851E-1
3.583846709E0	-3.370442688E-1	-9.470976889E-2	-1.749353111E-1	3.913708504E-1
3.585848042E0	-3.339899480E-1	-8.493592590E-2	-1.743244529E-1	3.862025528E-1
3.587849375E0	-3.321573734E-1	-7.516207546E-2	-1.731027216E-1	3.820240968E-1
3.589850341E0	-3.284921944E-1	-6.477737427E-2	-1.712701321E-1	3.760806937E-1
3.591851674E0	-3.260487020E-1	-5.683612451E-2	-1.718809754E-1	3.729358803E-1
3.593853007E0	-3.242161274E-1	-4.584055021E-2	-1.682157964E-1	3.681222724E-1
3.595854373E0	-3.193292022E-1	-3.728843853E-2	-1.706592590E-1	3.639864691E-1
3.597855706E0	-3.156639934E-1	-2.690372616E-2	-1.669940650E-1	3.581264929E-1
3.599857039E0	-3.119988143E-1	-1.224296074E-2	-1.657723337E-1	3.535160772E-1
3.601858405E0	-3.095553517E-1	-6.134308875E-3	-1.663831919E-1	3.514904154E-1
3.603859738E0	-3.022249639E-1	-2.565633986E-5	-1.651614755E-1	3.444099918E-1
3.605861071E0	-2.979489267E-1	1.280251425E-2	-1.627179980E-1	3.397272644E-1
3.607866004E0	-2.936728597E-1	1.707857102E-2	-1.627179980E-1	3.361734269E-1
3.609867337E0	-2.881750762E-1	2.318722382E-2	-1.627179980E-1	3.317524209E-1
3.611868670E0	-2.845098972E-1	2.318722382E-2	-1.608854085E-1	3.276700225E-1
3.613869703E0	-2.784012258E-1	2.379808761E-2	-1.572202146E-1	3.206115834E-1
3.615871036E0	-2.765686214E-1	2.501981892E-2	-1.566093564E-1	3.188144981E-1
3.617872369E0	-2.729034424E-1	2.135462686E-2	-1.566093564E-1	3.153708919E-1
3.619869502E0	-2.680165172E-1	1.524597500E-2	-1.566093564E-1	3.107921874E-1
3.621870835E0	-2.655730546E-1	1.096991822E-2	-1.553876251E-1	3.078874802E-1
3.623872168E0	-2.594644129E-1	3.028669860E-3	-1.547767669E-1	3.021370583E-1
3.625873868E0	-2.533557415E-1	-1.858252101E-3	-1.505006999E-1	2.946914412E-1
3.627875201E0	-2.515231371E-1	-1.163209602E-2	-1.523333043E-1	2.942866455E-1
3.629876534E0	-2.466362268E-1	-2.140593901E-2	-1.517224312E-1	2.903572605E-1
3.631877900E0	-2.429710329E-1	-2.384940162E-2	-1.492789835E-1	2.861606746E-1
3.633879233E0	-2.399167120E-1	-2.690372616E-2	-1.505006999E-1	2.844895426E-1
3.635880566E0	-2.362515330E-1	-3.301237896E-2	-1.505006999E-1	2.820550739E-1
3.637879632E0	-2.313645929E-1	-3.545584157E-2	-1.468355060E-1	2.763102556E-1
3.639880965E0	-2.289211452E-1	-3.912103176E-2	-1.498898268E-1	2.764096706E-1
3.641882298E0	-2.270885408E-1	-3.851016611E-2	-1.492789835E-1	2.744748680E-1
3.643885431E0	-2.203690410E-1	-3.728843853E-2	-1.498898268E-1	2.691094611E-1
3.645886764E0	-2.160929739E-1	-3.301237896E-2	-1.529441625E-1	2.667918803E-1
3.647888097E0	-2.130386531E-1	-2.751459368E-2	-1.511115730E-1	2.626351616E-1
3.649886930E0	-2.093734592E-1	-1.651901752E-2	-1.566093564E-1	2.619859040E-1
3.651888263E0	-2.057082653E-1	-1.651901752E-2	-1.559984833E-1	2.586973041E-1
3.653889629E0	-2.020430714E-1	-1.102123037E-2	-1.566093564E-1	2.558698121E-1
3.655890962E0	-1.977670193E-1	-7.356039248E-3	-1.584419608E-1	2.535148125E-1
3.657892295E0	-1.941018254E-1	-4.301712848E-3	-1.590528041E-1	2.509817082E-1
3.659893661E0	-1.922692209E-1	2.417804673E-3	-1.596636772E-1	2.499315685E-1
3.661894994E0	-1.873823106E-1	3.028669860E-3	-1.614962816E-1	2.473910915E-1
3.663896327E0	-1.867714375E-1	5.472130608E-3	-1.627179980E-1	2.477713885E-1
3.665897693E0	-1.806627810E-1	7.915591821E-3	-1.602745503E-1	2.416394598E-1
3.667895459E0	-1.769975871E-1	4.861265887E-3	-1.627179980E-1	2.404764534E-1
3.669896792E0	-1.745541394E-1	2.417804673E-3	-1.633288711E-1	2.390634089E-1
3.671898158E0	-1.733323932E-1	4.861265887E-3	-1.639397442E-1	2.386293992E-1
3.673899958E0	-1.684454829E-1	1.196074183E-3	-1.614962816E-1	2.333588658E-1
3.675901291E0	-1.647802889E-1	-3.079982474E-3	-1.614962816E-1	2.307446183E-1
3.677902657E0	-1.623368263E-1	-9.188635275E-3	-1.639397442E-1	2.308980640E-1
3.679903990E0	-1.586716324E-1	-1.407555677E-2	-1.602745503E-1	2.259706612E-1
3.681905323E0	-1.556173116E-1	-1.651901752E-2	-1.602745503E-1	2.240034756E-1
3.683906689E0	-1.543955803E-1	-1.957334392E-2	-1.621071398E-1	2.247216852E-1
3.685908022E0	-1.507303864E-1	-2.384940162E-2	-1.584419608E-1	2.199824954E-1
