"Time (s)"	"Recording (a.u.)"
8.479166667E-3	7.919553209E-2
8.500000000E-3	8.270516068E-2
8.520833333E-3	8.429212317E-2
8.541666667E-3	8.758812220E-2
8.562500000E-3	8.902249214E-2
8.583333333E-3	8.801538133E-2
8.604166667E-3	8.651997436E-2
8.625000000E-3	8.325449385E-2
8.645833333E-3	7.770012513E-2
8.666666667E-3	7.281716361E-2
8.687500000E-3	7.162694174E-2
8.708333333E-3	7.403790399E-2
8.729166667E-3	7.745597705E-2
8.750000000E-3	7.950071718E-2
8.770833333E-3	8.331553087E-2
8.791666667E-3	8.551286355E-2
8.812500000E-3	8.169804987E-2
8.833333333E-3	7.507553331E-2
8.854166667E-3	7.028412732E-2
8.875000000E-3	6.906338694E-2
8.895833333E-3	6.891079440E-2
8.916666667E-3	6.872768334E-2
8.937500000E-3	7.171849727E-2
8.958333333E-3	7.779168065E-2
8.979166667E-3	7.745597705E-2
9.000000000E-3	6.817835017E-2
9.020833333E-3	5.670339061E-2
9.041666667E-3	5.084383679E-2
9.062500000E-3	4.654072695E-2
9.083333333E-3	4.037598804E-2
9.104166667E-3	3.390606403E-2
9.125000000E-3	2.575762200E-2
9.145833333E-3	1.989806818E-2
9.166666667E-3	1.632740257E-2
9.187500000E-3	1.254310739E-2
9.208333333E-3	7.324442274E-3
9.229166667E-3	1.037629322E-3
9.250000000E-3	-6.378368480E-3
9.270833333E-3	-1.046784875E-2
9.291666667E-3	-1.162755211E-2
9.312500000E-3	-1.455732902E-2
9.333333333E-3	-2.032532731E-2
9.354166667E-3	-1.797540208E-2
9.375000000E-3	-9.186071352E-3
9.395833333E-3	-1.361125523E-2
9.416666667E-3	-2.835169530E-2
9.437500000E-3	-3.323465682E-2
9.458333333E-3	-3.399761956E-2
9.479166667E-3	-4.571672720E-2
9.500000000E-3	-5.798516800E-2
9.520833333E-3	-5.969420454E-2
9.541666667E-3	-6.149479659E-2
9.562500000E-3	-6.723227638E-2
9.583333333E-3	-7.226783044E-2
9.604166667E-3	-7.803582873E-2
9.625000000E-3	-8.282723472E-2
9.645833333E-3	-8.496353038E-2
9.666666667E-3	-8.664204840E-2
9.687500000E-3	-8.880886258E-2
9.708333333E-3	-8.859523301E-2
9.729166667E-3	-8.926664022E-2
9.750000000E-3	-8.545182653E-2
9.770833333E-3	-7.931760613E-2
9.791666667E-3	-7.388531144E-2
9.812500000E-3	-7.278664510E-2
9.833333333E-3	-7.507553331E-2
9.854166667E-3	-7.623523667E-2
9.875000000E-3	-8.035523545E-2
9.895833333E-3	-8.423108615E-2
9.916666667E-3	-8.615375225E-2
9.937500000E-3	-8.539078951E-2
9.958333333E-3	-7.922605060E-2
9.979166667E-3	-7.159642323E-2
1.000000000E-2	-7.016205329E-2
