"Frequency (Hz)"	"Absolute Amplitude (a.u.)"
8.531250000E3	3.240085872E-2
8.554687500E3	5.840118398E-2
8.578125000E3	3.476891783E-2
8.601562500E3	4.623194028E-2
8.625000000E3	5.446466100E-2
8.648437500E3	3.501362617E-2
8.671875000E3	5.228677176E-2
8.695312500E3	1.241716912E-2
8.718750000E3	4.083583221E-2
8.742187500E3	6.988135651E-2
8.765625000E3	1.268401343E-2
8.789062500E3	1.036396387E-1
8.812500000E3	3.519527121E-2
8.835937500E3	9.523505963E-2
8.859375000E3	5.381330566E-2
8.882812500E3	6.721407462E-2
8.906250000E3	1.644739021E-2
8.929687500E3	2.501483965E-2
8.953125000E3	1.773057464E-2
8.976562500E3	7.093526921E-3
9.000000000E3	5.708267450E-2
9.023437500E3	7.635429256E-2
9.046875000E3	1.930123976E-2
9.070312500E3	7.116950812E-2
9.093750000E3	7.112554143E-2
9.117187500E3	1.017268167E-2
9.140625000E3	2.797792011E-2
9.164062500E3	8.510195679E-2
9.187500000E3	8.989305296E-3
9.210937500E3	3.889567082E-2
9.234375000E3	3.668720553E-2
9.257812500E3	3.612720141E-2
9.281250000E3	4.895358892E-2
9.304687500E3	3.614417818E-2
9.328125000E3	4.679399931E-2
9.351562500E3	8.419347268E-2
9.375000000E3	3.670551526E-2
9.398437500E3	3.988434950E-2
9.421875000E3	8.836545217E-3
9.445312500E3	1.919096306E-2
9.468750000E3	4.691249240E-2
9.492187500E3	6.362069419E-2
9.515625000E3	1.206669967E-2
9.539062500E3	6.660335423E-2
9.562500000E3	5.281998204E-2
9.585937500E3	4.611702818E-2
9.609375000E3	1.106781413E-1
9.632812500E3	3.747540351E-2
9.656250000E3	3.539657287E-2
9.679687500E3	5.729989875E-2
9.703125000E3	5.090301185E-2
9.726562500E3	6.342319142E-2
9.750000000E3	6.440491041E-2
9.773437500E3	8.341887714E-2
9.796875000E3	5.157892170E-2
9.820312500E3	6.799430799E-2
9.843750000E3	6.564316026E-2
9.867187500E3	6.551110505E-2
9.890625000E3	6.659687644E-2
9.914062500E3	5.263082626E-2
9.937500000E3	5.666989327E-2
9.960937500E3	4.680462489E-2
9.984375000E3	2.160188714E-2
1.000781250E4	2.371120853E-2
1.003125000E4	7.035732632E-2
1.005468750E4	6.537833246E-2
1.007812500E4	1.284967321E-2
1.010156250E4	7.194598410E-2
1.012500000E4	8.054968621E-2
1.014843750E4	1.871444553E-2
1.017187500E4	1.024431428E-1
1.019531250E4	3.250820376E-2
1.021875000E4	4.189479007E-2
1.024218750E4	3.104880265E-2
1.026562500E4	1.269357243E-2
1.028906250E4	2.196323997E-2
1.031250000E4	7.438477475E-2
1.033593750E4	2.514730295E-2
1.035937500E4	6.825743135E-2
1.038281250E4	4.059975160E-2
1.040625000E4	3.738435050E-2
1.042968750E4	8.836472435E-2
1.045312500E4	3.469288813E-2
1.047656250E4	6.249259033E-2
1.050000000E4	6.667308777E-2
1.052343750E4	3.643007151E-2
1.054687500E4	2.551222513E-2
1.057031250E4	6.821307627E-2
1.059375000E4	1.114265213E-2
1.061718750E4	3.505464990E-2
1.064062500E4	3.462784952E-3
1.066406250E4	4.875970530E-2
1.068750000E4	3.506333537E-2
1.071093750E4	4.238281446E-2
1.073437500E4	3.698716897E-3
1.075781250E4	5.904935241E-2
1.078125000E4	1.332807993E-2
1.080468750E4	1.566073483E-2
1.082812500E4	4.216583817E-2
1.085156250E4	6.738519517E-2
1.087500000E4	5.126843398E-2
1.089843750E4	1.141002932E-1
1.092187500E4	4.230212227E-2
1.094531250E4	1.906878362E-2
1.096875000E4	9.311444709E-2
1.099218750E4	6.242116242E-2
1.101562500E4	4.461483770E-2
1.103906250E4	8.259374022E-2
1.106250000E4	8.014412777E-2
1.108593750E4	7.819297370E-2
1.110937500E4	7.264421594E-2
1.113281250E4	3.994260612E-2
1.115625000E4	7.133265558E-2
1.117968750E4	5.972271559E-2
1.120312500E4	6.368440863E-2
1.122656250E4	1.925451927E-2
1.125000000E4	1.398329892E-2
1.127343750E4	6.297507921E-2
1.129687500E4	2.595228457E-2
1.132031250E4	4.927579875E-2
1.134375000E4	4.323939553E-2
1.136718750E4	1.683353264E-2
1.139062500E4	5.888831762E-2
1.141406250E4	5.952875150E-2
1.143750000E4	8.180633264E-2
1.146093750E4	3.964331256E-2
1.148437500E4	5.458337643E-2
1.150781250E4	2.570049110E-2
1.153125000E4	5.226320488E-2
1.155468750E4	3.292802443E-2
1.157812500E4	7.108318092E-2
1.160156250E4	1.730785475E-2
1.162500000E4	8.108982508E-2
1.164843750E4	6.528891841E-2
1.167187500E4	4.440295410E-2
1.169531250E4	2.043912918E-2
1.171875000E4	3.293516858E-2
1.174218750E4	1.113641785E-1
1.176562500E4	1.039773938E-1
1.178906250E4	4.236651876E-2
1.181250000E4	9.787578805E-2
1.183593750E4	1.039790381E-1
1.185937500E4	2.931190498E-2
1.188281250E4	4.691565366E-2
1.190625000E4	7.130902085E-2
1.192968750E4	6.898403289E-2
1.195312500E4	8.972708514E-2
1.197656250E4	7.249254360E-2
1.200000000E4	3.611290492E-2
1.202343750E4	6.743896664E-2
1.204687500E4	4.770199404E-2
1.207031250E4	9.292500795E-2
1.209375000E4	2.355984653E-2
1.211718750E4	2.451257920E-2
1.214062500E4	4.182580215E-2
1.216406250E4	5.069982393E-2
1.218750000E4	2.706659860E-2
1.221093750E4	2.320162552E-2
1.223437500E4	3.783627229E-2
1.225781250E4	4.975109530E-2
1.228125000E4	5.493632404E-2
1.230468750E4	7.001719815E-2
1.232812500E4	3.524006931E-2
1.235156250E4	5.730239616E-2
1.237500000E4	9.222923867E-2
1.239843750E4	3.291474189E-2
1.242187500E4	2.972370600E-2
1.244531250E4	5.567967580E-2
1.246875000E4	8.393259515E-2
1.249218750E4	1.042716488E-1
1.251562500E4	8.022162392E-3
1.253906250E4	2.165929274E-2
1.256250000E4	6.382071416E-2
1.258593750E4	3.332344440E-2
1.260937500E4	4.065545381E-2
1.263281250E4	9.839646119E-2
1.265625000E4	5.183610584E-2
1.267968750E4	7.707310564E-3
1.270312500E4	1.685251574E-2
1.272656250E4	7.703315041E-2
1.275000000E4	2.325187410E-2
1.277343750E4	5.053646389E-2
1.279687500E4	5.145332800E-2
1.282031250E4	9.377878774E-2
1.284375000E4	6.977571299E-2
1.286718750E4	3.831555153E-2
1.289062500E4	1.715783486E-2
1.291406250E4	6.650166795E-2
1.293750000E4	1.135477491E-1
1.296093750E4	7.228370181E-3
1.298437500E4	2.677630216E-2
1.300781250E4	3.265013427E-2
1.303125000E4	1.656625851E-2
1.305468750E4	3.699116129E-2
1.307812500E4	2.348115354E-2
1.310156250E4	1.175247576E-2
1.312500000E4	4.361297129E-2
1.314843750E4	7.525223462E-2
1.317187500E4	3.917117653E-2
1.319531250E4	3.009349082E-2
1.321875000E4	5.676007749E-2
1.324218750E4	3.979180035E-2
1.326562500E4	3.315521605E-2
1.328906250E4	1.358558235E-2
1.331250000E4	8.872128166E-2
1.333593750E4	3.553919080E-2
1.335937500E4	6.463755318E-2
1.338281250E4	4.137366125E-2
1.340625000E4	1.576767875E-2
1.342968750E4	4.481757353E-2
1.345312500E4	6.869457593E-2
1.347656250E4	4.941285843E-2
1.350000000E4	5.934941223E-3
1.352343750E4	7.561223184E-3
1.354687500E4	6.317071537E-2
1.357031250E4	3.770508815E-2
1.359375000E4	5.736764640E-2
1.361718750E4	3.942555160E-3
1.364062500E4	4.866149802E-2
1.366406250E4	4.959730594E-2
1.368750000E4	6.266796589E-2
1.371093750E4	2.736426311E-2
1.373437500E4	5.285748861E-3
1.375781250E4	5.446438414E-2
1.378125000E4	1.034362142E-2
1.380468750E4	9.827044679E-3
1.382812500E4	1.038627301E-2
1.385156250E4	2.331786475E-2
1.387500000E4	6.623131850E-3
1.389843750E4	3.761653966E-2
1.392187500E4	1.198381070E-2
1.394531250E4	6.378140214E-2
1.396875000E4	3.726676837E-2
1.399218750E4	4.166216485E-2
1.401562500E4	4.824395187E-2
1.403906250E4	3.805936265E-2
1.406250000E4	3.022799331E-2
1.408593750E4	2.838945014E-2
1.410937500E4	1.275823425E-2
1.413281250E4	3.112201701E-2
1.415625000E4	7.352971646E-3
1.417968750E4	8.367918101E-2
1.420312500E4	3.285249462E-2
1.422656250E4	3.251215033E-2
1.425000000E4	4.852361835E-2
1.427343750E4	3.913212762E-2
1.429687500E4	2.741020648E-2
1.432031250E4	1.085817513E-2
1.434375000E4	2.071869398E-2
1.436718750E4	4.581697153E-2
1.439062500E4	3.647883416E-2
1.441406250E4	6.028395546E-2
1.443750000E4	3.490885930E-2
1.446093750E4	2.509740979E-2
1.448437500E4	5.224505032E-2
1.450781250E4	5.003477119E-2
1.453125000E4	4.240865492E-2
1.455468750E4	1.482123047E-2
1.457812500E4	3.419178288E-2
1.460156250E4	4.355688761E-2
1.462500000E4	3.802226981E-2
1.464843750E4	4.549225463E-2
1.467187500E4	4.489942783E-2
1.469531250E4	2.409410204E-2
1.471875000E4	3.662931289E-2
1.474218750E4	5.322736155E-2
1.476562500E4	4.249268751E-2
1.478906250E4	2.430156918E-2
1.481250000E4	4.771423110E-2
1.483593750E4	5.184168878E-2
1.485937500E4	8.031642992E-2
1.488281250E4	6.111898152E-2
1.490625000E4	3.918935110E-2
1.492968750E4	2.469269853E-2
1.495312500E4	3.844547712E-2
1.497656250E4	2.876918528E-2
1.500000000E4	1.447212268E-2
1.502343750E4	6.141440551E-2
1.504687500E4	4.520885409E-2
1.507031250E4	6.595401526E-2
1.509375000E4	4.673446328E-2
1.511718750E4	2.344546695E-2
1.514062500E4	7.210143590E-2
1.516406250E4	3.680421500E-2
1.518750000E4	5.660797328E-2
1.521093750E4	2.867043764E-2
1.523437500E4	1.649092780E-2
1.525781250E4	3.821526903E-2
1.528125000E4	4.776045773E-3
1.530468750E4	2.924595377E-2
1.532812500E4	2.858752244E-2
1.535156250E4	7.929695854E-2
1.537500000E4	4.368004366E-2
1.539843750E4	2.424122698E-2
1.542187500E4	7.233362230E-2
1.544531250E4	3.971920719E-2
1.546875000E4	4.077329837E-3
1.549218750E4	5.740050522E-2
1.551562500E4	4.902982270E-2
1.553906250E4	1.872241978E-2
1.556250000E4	4.845631440E-2
1.558593750E4	1.602092369E-2
1.560937500E4	2.794201617E-2
1.563281250E4	2.698928128E-2
1.565625000E4	1.449817029E-2
1.567968750E4	2.662500496E-2
1.570312500E4	3.415260026E-2
1.572656250E4	3.260756226E-2
1.575000000E4	8.154481992E-2
1.577343750E4	4.349544055E-2
1.579687500E4	4.111657483E-2
1.582031250E4	5.930363265E-2
1.584375000E4	5.892085587E-2
1.586718750E4	5.175363508E-2
