"Frequency (Hz)"	"Absolute Amplitude (a.u.)"
1.277343750E4	5.452444720E-1
1.279687500E4	4.022697059E-1
1.282031250E4	4.363728576E-1
1.284375000E4	3.307114233E-1
1.286718750E4	6.142825388E-1
1.289062500E4	4.327448655E-1
1.291406250E4	1.649839678E-1
1.293750000E4	3.707673455E-1
1.296093750E4	1.294685172E-1
1.298437500E4	9.071287746E-2
1.300781250E4	2.447198198E-1
1.303125000E4	2.282710426E-1
1.305468750E4	3.007438591E-1
1.307812500E4	4.057361915E-1
1.310156250E4	1.447940272E-1
1.312500000E4	1.345901867E-1
1.314843750E4	3.565514765E-1
1.317187500E4	4.977306373E-1
1.319531250E4	6.684103449E-1
1.321875000E4	6.571754204E-1
1.324218750E4	3.151848252E-1
1.326562500E4	8.587610463E-2
1.328906250E4	1.635569127E-1
1.331250000E4	3.016986569E-1
1.333593750E4	3.802383696E-1
1.335937500E4	4.644366741E-1
1.338281250E4	3.831271555E-1
1.340625000E4	2.487679592E-1
1.342968750E4	2.698446472E-1
1.345312500E4	4.823762431E-1
1.347656250E4	4.739185320E-1
1.350000000E4	3.622336630E-1
1.352343750E4	4.965097920E-1
1.354687500E4	1.410146699E-1
1.357031250E4	6.186306893E-1
1.359375000E4	3.614191266E-1
1.361718750E4	5.215392092E-1
1.364062500E4	5.474440298E-1
1.366406250E4	1.957276564E-1
1.368750000E4	3.550656893E-1
1.371093750E4	2.379434102E-1
1.373437500E4	3.343226457E-1
1.375781250E4	3.592398770E-1
1.378125000E4	3.874182233E-1
1.380468750E4	3.986499673E-1
1.382812500E4	1.052984509E-1
1.385156250E4	3.945802367E-1
1.387500000E4	1.453836675E-1
1.389843750E4	5.929553028E-1
1.392187500E4	2.394198283E-1
1.394531250E4	1.454519640E-1
1.396875000E4	1.914266161E-1
1.399218750E4	8.440071477E-1
1.401562500E4	2.882320398E-1
1.403906250E4	1.708657613E-1
1.406250000E4	1.748315219E-2
1.408593750E4	4.332789686E-1
1.410937500E4	4.550067217E-1
1.413281250E4	9.297704131E-2
1.415625000E4	2.044537103E-1
1.417968750E4	3.828865736E-1
1.420312500E4	1.235422662E-1
1.422656250E4	8.175122966E-2
1.425000000E4	1.695938313E-1
1.427343750E4	5.857797868E-1
1.429687500E4	2.840784487E-1
1.432031250E4	4.916034958E-1
1.434375000E4	2.356878231E-1
1.436718750E4	4.189692673E-1
1.439062500E4	4.813240734E-1
1.441406250E4	4.651834126E-1
1.443750000E4	1.746367514E-1
1.446093750E4	2.553799080E-1
1.448437500E4	5.836467727E-1
1.450781250E4	2.265745748E-1
1.453125000E4	3.490174113E-1
1.455468750E4	2.586390117E-1
1.457812500E4	5.504194718E-1
1.460156250E4	6.473038442E-1
1.462500000E4	1.919874653E-1
1.464843750E4	1.804609156E-1
1.467187500E4	2.580016971E-1
1.469531250E4	1.733902647E-1
1.471875000E4	8.134727605E-2
1.474218750E4	2.907245632E-1
1.476562500E4	1.438083971E-1
1.478906250E4	5.673964635E-1
1.481250000E4	9.050329522E-2
1.483593750E4	6.360221140E-2
1.485937500E4	4.707867631E-1
1.488281250E4	3.059562397E-1
1.490625000E4	4.292125628E-1
1.492968750E4	1.385530180E-1
1.495312500E4	5.269395853E-2
1.497656250E4	1.817021998E-1
1.500000000E4	3.387516823E-1
1.502343750E4	6.482691476E-2
1.504687500E4	2.498057195E-1
1.507031250E4	4.703399114E-1
1.509375000E4	1.299039404E-1
1.511718750E4	7.391020761E-2
1.514062500E4	2.251694497E-1
1.516406250E4	2.128403324E-1
1.518750000E4	3.780890503E-1
1.521093750E4	4.992765629E-1
1.523437500E4	4.169745870E-1
1.525781250E4	1.957420726E-1
1.528125000E4	3.332429382E-1
1.530468750E4	1.915381483E-1
1.532812500E4	3.960245709E-1
1.535156250E4	3.475629446E-2
1.537500000E4	3.091829873E-1
1.539843750E4	1.813989531E-1
1.542187500E4	9.953413991E-2
1.544531250E4	7.699336846E-2
1.546875000E4	9.150064571E-2
1.549218750E4	1.871995198E-1
1.551562500E4	2.862625616E-1
1.553906250E4	2.629657309E-1
1.556250000E4	1.923889981E-1
1.558593750E4	1.838894089E-1
1.560937500E4	2.348375403E-1
1.563281250E4	2.857114134E-2
1.565625000E4	1.655571758E-1
1.567968750E4	1.516106975E-1
1.570312500E4	2.383743026E-1
1.572656250E4	5.383684242E-2
1.575000000E4	1.789054233E-1
1.577343750E4	3.192874823E-1
1.579687500E4	6.609872100E-1
1.582031250E4	2.818781835E-1
1.584375000E4	4.458710314E-1
1.586718750E4	3.845601730E-1
1.589062500E4	1.194155179E-1
1.591406250E4	2.248853419E-1
1.593750000E4	3.215924008E-1
1.596093750E4	4.108602220E-2
1.598437500E4	7.997282200E-2
1.600781250E4	3.264156886E-1
1.603125000E4	2.809675758E-1
1.605468750E4	1.336748656E-1
1.607812500E4	1.364347275E-1
1.610156250E4	6.353653229E-2
1.612500000E4	3.578421872E-2
1.614843750E4	3.301906262E-1
1.617187500E4	2.295486481E-1
1.619531250E4	2.320603201E-1
1.621875000E4	8.716127799E-2
1.624218750E4	1.086616898E-1
1.626562500E4	1.321319107E-1
1.628906250E4	2.206632797E-1
1.631250000E4	2.180236061E-1
1.633593750E4	3.701232511E-1
1.635937500E4	7.998676290E-2
1.638281250E4	2.771776667E-1
1.640625000E4	1.649349455E-1
1.642968750E4	1.859363201E-1
1.645312500E4	1.343628357E-1
1.647656250E4	2.512032189E-1
1.650000000E4	2.305511756E-1
1.652343750E4	1.169833550E-1
1.654687500E4	1.306098569E-1
1.657031250E4	3.821203265E-1
1.659375000E4	3.645741426E-1
1.661718750E4	5.064855706E-2
1.664062500E4	2.153016883E-1
1.666406250E4	2.097801803E-1
1.668750000E4	1.967131307E-1
1.671093750E4	5.405471615E-2
1.673437500E4	1.971048465E-1
1.675781250E4	2.618518617E-1
1.678125000E4	1.905950356E-1
1.680468750E4	2.589101969E-1
1.682812500E4	1.215334766E-1
1.685156250E4	1.731033894E-1
1.687500000E4	2.222038745E-1
1.689843750E4	9.593079029E-2
1.692187500E4	1.704365300E-1
1.694531250E4	1.393562378E-1
1.696875000E4	1.740526866E-1
1.699218750E4	2.078442086E-1
1.701562500E4	1.175124989E-1
1.703906250E4	2.016388052E-1
1.706250000E4	2.234772086E-1
1.708593750E4	6.476796988E-2
1.710937500E4	1.199859118E-1
1.713281250E4	8.501660082E-2
1.715625000E4	6.560212023E-2
1.717968750E4	1.469766694E-1
1.720312500E4	1.087848145E-1
1.722656250E4	1.643962569E-1
1.725000000E4	2.473722883E-1
1.727343750E4	7.901861009E-2
1.729687500E4	2.939290789E-1
1.732031250E4	1.158855453E-1
1.734375000E4	6.842817889E-2
1.736718750E4	7.702940862E-2
1.739062500E4	1.926110350E-1
1.741406250E4	4.445053386E-2
1.743750000E4	1.999580254E-1
1.746093750E4	2.752165675E-1
1.748437500E4	3.268886568E-1
1.750781250E4	1.544648818E-1
1.753125000E4	1.390696640E-1
1.755468750E4	8.249845693E-2
1.757812500E4	2.892918403E-1
1.760156250E4	1.899029109E-1
1.762500000E4	1.150451476E-1
1.764843750E4	1.178774212E-1
1.767187500E4	1.170720811E-1
1.769531250E4	2.026740279E-1
1.771875000E4	1.269228574E-1
1.774218750E4	1.295310658E-1
1.776562500E4	1.085349608E-1
1.778906250E4	1.705245206E-1
1.781250000E4	1.968086519E-1
1.783593750E4	2.637714156E-1
1.785937500E4	9.545336290E-2
1.788281250E4	3.017565955E-1
1.790625000E4	1.287913094E-1
1.792968750E4	6.913628023E-2
1.795312500E4	2.980366178E-2
1.797656250E4	1.238773451E-1
1.800000000E4	5.364296975E-2
1.802343750E4	1.314504974E-1
1.804687500E4	6.144325987E-2
1.807031250E4	2.595642253E-1
1.809375000E4	8.485281463E-2
1.811718750E4	1.093613603E-1
1.814062500E4	7.638919594E-2
1.816406250E4	1.506795513E-1
1.818750000E4	2.822379254E-1
1.821093750E4	1.565010704E-1
1.823437500E4	9.193220967E-2
1.825781250E4	9.083859355E-2
1.828125000E4	1.962907931E-1
1.830468750E4	2.187001394E-1
1.832812500E4	1.924130213E-1
1.835156250E4	1.143376995E-1
1.837500000E4	1.271601881E-1
1.839843750E4	2.097742789E-1
1.842187500E4	1.606166153E-1
1.844531250E4	3.001257405E-1
1.846875000E4	2.206879656E-1
1.849218750E4	1.965106981E-1
1.851562500E4	2.542111996E-1
1.853906250E4	1.766536577E-1
1.856250000E4	2.050107196E-1
1.858593750E4	2.119591588E-2
1.860937500E4	6.176353982E-2
1.863281250E4	2.178616411E-1
1.865625000E4	1.602495713E-1
1.867968750E4	1.010914925E-1
1.870312500E4	2.278283606E-1
1.872656250E4	1.154052622E-1
1.875000000E4	2.881384177E-1
1.877343750E4	1.441755370E-1
1.879687500E4	9.618064017E-2
1.882031250E4	9.439641593E-2
1.884375000E4	1.558135012E-1
1.886718750E4	2.456120552E-1
1.889062500E4	2.565001987E-1
1.891406250E4	2.196887663E-1
1.893750000E4	4.545950341E-1
1.896093750E4	1.540248758E-1
1.898437500E4	8.290500333E-2
1.900781250E4	1.955090138E-1
1.903125000E4	2.532178843E-1
1.905468750E4	3.066816555E-2
1.907812500E4	2.200861467E-1
1.910156250E4	1.122296744E-1
1.912500000E4	1.296210014E-1
1.914843750E4	2.010327910E-1
1.917187500E4	3.472332388E-1
1.919531250E4	1.719589696E-1
1.921875000E4	2.225466886E-1
1.924218750E4	5.965001084E-2
1.926562500E4	2.130852705E-1
1.928906250E4	8.089082952E-2
1.931250000E4	2.187750954E-1
1.933593750E4	2.198508964E-1
