"Time (s)"	"Recording (a.u.)"
1.387500000E-2	-1.797540208E-2
1.389583333E-2	-1.458784753E-2
1.391666667E-2	-1.165807062E-2
1.393750000E-2	-8.178960540E-3
1.395833333E-2	-5.523850215E-3
1.397916667E-2	-2.441480758E-3
1.400000000E-2	1.495406964E-3
1.402083333E-2	4.089480270E-3
1.404166667E-2	7.690664388E-3
1.406250000E-2	1.074251534E-2
1.408333333E-2	1.379436628E-2
1.410416667E-2	1.705984680E-2
1.412500000E-2	1.956236457E-2
1.414583333E-2	2.301095614E-2
1.416666667E-2	2.594073305E-2
1.418750000E-2	2.938932463E-2
1.420833333E-2	3.186132389E-2
1.422916667E-2	3.488265633E-2
1.425000000E-2	3.756828516E-2
1.427083333E-2	3.985717338E-2
1.429166667E-2	4.239020966E-2
1.431250000E-2	4.525894955E-2
1.433333333E-2	4.745628224E-2
1.435416667E-2	4.986724448E-2
1.437500000E-2	5.243079928E-2
1.439583333E-2	5.343791009E-2
1.441666667E-2	5.542161321E-2
1.443750000E-2	5.658131657E-2
1.445833333E-2	5.804620502E-2
1.447916667E-2	5.795464949E-2
1.450000000E-2	6.002990814E-2
1.452083333E-2	6.030457472E-2
1.454166667E-2	6.006042665E-2
1.456250000E-2	6.067079684E-2
1.458333333E-2	5.923642689E-2
1.460416667E-2	5.841242714E-2
1.462500000E-2	5.798516800E-2
1.464583333E-2	5.700857570E-2
1.466666667E-2	5.517746513E-2
1.468750000E-2	5.508590960E-2
1.470833333E-2	5.267494736E-2
1.472916667E-2	5.014191107E-2
1.475000000E-2	4.882961516E-2
1.477083333E-2	4.672383801E-2
1.479166667E-2	4.495376446E-2
1.481250000E-2	4.281746879E-2
1.483333333E-2	4.040650655E-2
1.485416667E-2	3.872798853E-2
1.487500000E-2	3.610339671E-2
1.489583333E-2	3.289895322E-2
1.491666667E-2	3.067110202E-2
1.493750000E-2	2.804651021E-2
1.495833333E-2	2.505569628E-2
1.497916667E-2	2.298043764E-2
1.500000000E-2	1.983703116E-2
1.502083333E-2	1.632740257E-2
1.504166667E-2	1.303140355E-2
1.506250000E-2	1.001007111E-2
1.508333333E-2	7.019257179E-3
1.510416667E-2	3.814813684E-3
1.512500000E-2	0.000000000E0
1.514583333E-2	-2.441480758E-3
1.516666667E-2	-5.127109592E-3
1.518750000E-2	-9.704886013E-3
1.520833333E-2	-1.220740379E-2
1.522916667E-2	-1.593066195E-2
1.525000000E-2	-1.864680929E-2
1.527083333E-2	-2.191228980E-2
1.529166667E-2	-2.526932585E-2
1.531250000E-2	-2.746665853E-2
1.533333333E-2	-3.064058351E-2
1.535416667E-2	-3.418073061E-2
1.537500000E-2	-3.640858180E-2
1.539583333E-2	-3.921628468E-2
1.541666667E-2	-4.116946928E-2
1.543750000E-2	-4.391613514E-2
1.545833333E-2	-4.657124546E-2
1.547916667E-2	-4.864650410E-2
1.550000000E-2	-5.087435530E-2
1.552083333E-2	-5.349894711E-2
1.554166667E-2	-5.520798364E-2
1.556250000E-2	-5.624561296E-2
1.558333333E-2	-5.758842738E-2
1.560416667E-2	-5.807672353E-2
1.562500000E-2	-5.902279733E-2
